lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,140
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,141
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,142
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,143
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,144
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,145
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,146
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,147
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,148
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,157
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,158
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,159
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,160
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,161
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,162
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,163
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,172
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,173
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Waitomo,174
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,Waitomo,175
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,176
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,177
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,178
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,Waitomo,179
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,Waitomo,180
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Waitomo,181
Fernland,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,could be braken fern,,,,,,,,,,,,,Waitomo,182
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Manuka and or Kanuka,Indigenous Forest,,,could be braken fern,,,,,,,,,,,,,Waitomo,183
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Manuka and or Kanuka,Indigenous Forest,,,could be braken fern,,,,,,,,,,,,,Waitomo,184
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,164
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,165
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,166
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,167
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,168
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,169
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,170
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,171
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,149
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,150
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,151
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Waitomo,152
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,153
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,,Waitomo,154
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,155
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,Yes,Can not see,,,,,,,,,,,Waitomo,156
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,122
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,123
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,124
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Waitomo,125
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,126
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,127
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,128
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,129
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,130
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,131
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,132
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,133
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,134
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Waitomo,135
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,136
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Waitomo,137
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,"Boundary, Classification and Wetland",,,,,,,,,,,,,,,Waitomo,194
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,,,Hauraki,195
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,196
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,,,Hauraki,197
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,198
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,199
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-9.JPG,,0,0,,,,,Hauraki,200
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-10(1).JPG,,0,0,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-10(2).JPG,,,,Hauraki,201
Fernland,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,,,Hauraki,202
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-13.JPG,,0,0,,,,,Hauraki,203
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,,,,,,,,,,,,0,0,,,,,Hauraki,213
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,214
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,215
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,216
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-68 Afforestation to Pine open canopy.jpg,,0,0,,,,,Hauraki,217
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,218
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,219
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,220
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,221
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,,,Hauraki,222
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,223
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,224
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,225
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,226
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,227
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,228
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,229
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,204
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-15.JPG,,0,0,,,,,Hauraki,205
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\ID1-19.JPG,,0,0,,,,,Hauraki,206
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,207
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,208
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,209
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,,,,,,,,,,,,0,0,,,,,Hauraki,210
Fernland,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,211
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,212
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,true,Manuka and or Kanuka,Herbaceous Freshwater Vegetation,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,185
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Broadleaved Indigenous Hardwoods,,,Wetland,,,,,,,,,,,,,,,Waitomo,186
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Indigenous Forest,Deciduous Hardwoods,Herbaceous Freshwater Vegetation,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,187
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,,,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,188
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Herbaceous Freshwater Vegetation,,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,189
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,190
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,191
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,,,Classification,,,,,,,,,,,,,,,Waitomo,192
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,,,Classification and Wetland,,,,,,,,,,,,,,,Waitomo,193
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,251
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,Yes,,,,,,0,0,,,,,Hauraki,252
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,253
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Pine Forest - Closed Canopy,,,,,,Yes,Yes,,,,,0,0,,,,,Hauraki,254
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,255
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,,,Hauraki,262
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,263
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,Yes,,,"Minor Class A = IF (Totara on ridges) Minor Class B = BIH (in valley), 2-3 medium pine trees",\\ew\gis_store\GIS\RES_INFO\RIG GIS data\Biodiversity_Vegetation\Hauraki\Data_from_Daimen\Photos\IMGP0162.JPG,,2726863,6420327,,,,,Hauraki,264
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,265
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,266
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,Yes,,,,,,0,0,,,,,Hauraki,272
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,273
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Gorse and Broom,Indigenous Forest,"Afforestation (imaged, post LCDB1)",Boundary and Classification,"MINOR_CLSA, MINOR_CLSB and MINOR_CLSC",,,,,,,,,,,,,,Hauraki,274
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Fernland,,"MINOR_CLSA, MINOR_CLSB and MINOR_CLSC",,,,,,,,,,,,,,Hauraki,275
Mangrove,Mangrove,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Hauraki,276
Mangrove,Mangrove,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Hauraki,277
Gorse and Broom,Shrubland,Predominantly Exotic,,Fernland,,,,,,,,,,,,0,0,,,,,Hauraki,278
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Fernland,Gorse and Broom,,,,,,,,,,0,0,,,,,Hauraki,279
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,280
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,OVR 1/2HA BUT COMBINATION OF VEGE?,,,,,,,0,0,,,,,Hauraki,281
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,282
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,267
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,,,Hauraki,268
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,269
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,270
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,271
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,256
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,257
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,258
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,,,Hauraki,259
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,260
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,261
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,230
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,231
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,232
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,233
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,234
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,235
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,236
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,237
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,238
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,239
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,240
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,241
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,242
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,243
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,244
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,245
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,246
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Deciduous Hardwoods,,,,,,,,,,,0,0,,,,,Hauraki,247
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,Yes,,,only able to see a portion of this polygon,,,0,0,,,,,Hauraki,248
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,249
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,250
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,306
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,307
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,0,0,,,,,Hauraki,308
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,309
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,319
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,320
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,321
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,322
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,323
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,324
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,325
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,326
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,327
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,328
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,329
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,330
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,331
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,332
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,333
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,334
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,335
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,336
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,337
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,338
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,310
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,311
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,,,,,,,,,,,,,0,0,,,,,Hauraki,312
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,,,Hauraki,313
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,0,0,,,,,Hauraki,314
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,0,0,,,,,Hauraki,315
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,,,Hauraki,316
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,317
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,318
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,283
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,,,Hauraki,284
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,285
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,,,Hauraki,286
